timestamp_ns,pid,comm,cpu,delay_us,event
5766407852171,145905,bash,4,5,switch
5766508446712,4347,kubelet,4,5,switch
5766632255862,4785,etcd,1,6,switch
5766788033203,27096,language_server,1,22,switch
5766942543424,4791,kube-apiserver,1,6,switch
5767093033052,4807,kube-apiserver,5,19,switch
5767224416858,27099,language_server,5,6,switch
09:13:13
5767326775208,145970,iperf3,7,18,switch
5767402471377,4783,etcd,6,17,switch
5767540025746,4376,kubelet,1,6,switch
5767654953553,145969,iperf3,2,3,switch
5767789338425,4793,kube-apiserver,6,12,switch
5767885970910,4791,kube-apiserver,6,3,switch
5767964647622,26747,VizCompositorTh,4,18,switch
5768059020874,145969,iperf3,7,19,switch
5768158103131,145969,iperf3,7,7,switch
5768254819142,145969,iperf3,7,7,switch
09:13:14
5768338326342,145969,iperf3,7,7,switch
5768408769111,145969,iperf3,7,7,switch
5768507138804,145969,iperf3,7,8,switch
5768591749370,4783,etcd,2,5,switch
5768672252298,145969,iperf3,7,7,switch
5768763085267,145969,iperf3,7,13,switch
5768854125200,4793,kube-apiserver,1,6,switch
5768896002072,4387,kubelet,6,4,switch
5768984545191,145969,iperf3,7,7,switch
5769060271574,145969,iperf3,7,8,switch
5769150031631,26192,kube-scheduler,4,15,switch
5769244840657,145969,iperf3,4,7,switch
09:13:15
5769344465553,145969,iperf3,4,9,switch
5769427684340,145702,bpftrace,7,9,switch
5769505481789,145969,iperf3,4,12,switch
5769594308261,26140,kube-controller,6,8,switch
5769700697357,145969,iperf3,4,1742,switch
5769790395010,145969,iperf3,4,7,switch
5769885285696,4791,kube-apiserver,2,3,switch
5769952840980,4791,kube-apiserver,2,5,switch
5770018769246,4350,kubelet,1,65,switch
5770087594025,15,rcu_preempt,5,567,switch
5770170527378,145969,iperf3,4,12,switch
5770266746841,145969,iperf3,5,4,switch
09:13:16
5770334262465,145969,iperf3,0,4,switch
5770410338922,4386,kubelet,6,8,switch
5770479570125,9355,language_server,1,5,switch
5770564341609,26178,kube-controller,6,6,switch
5770610803802,4091,containerd,1,3,switch
5770652309984,26913,antigravity,0,62,switch
5770714354040,145969,iperf3,2,3,switch
5770789645986,4791,kube-apiserver,1,6,switch
5770838722948,145969,iperf3,4,6,switch
5770892016810,4353,kubelet,1,12,switch
5770963435709,145969,iperf3,4,4,switch
5771028304985,145969,iperf3,4,4,switch
5771087415961,9375,language_server,4,17,switch
5771153588898,4793,kube-apiserver,4,5,switch
5771224635268,4791,kube-apiserver,1,5,switch
09:13:17
5771316029604,146367,bash,5,2470,switch
5771378557135,26192,kube-scheduler,1,3,switch
5771437990021,145969,iperf3,7,3,switch
5771489590806,145969,iperf3,7,3,switch
5771550386776,145969,iperf3,2,8,switch
5771614784478,145969,iperf3,2,14,switch
5771668486914,4235,containerd,5,6,switch
