timestamp_ns,pid,comm,cpu,delay_us,event
16832037411773,27096,language_server,0,297,switch
16832147169540,26658,antigravity,1,28,switch
16832265427991,396585,iperf3,0,14,switch
16832384058211,396310,bash,3,77,switch
16832503392317,26912,antigravity,5,5,switch
16832607945708,5885,containerd-shim,1,39,switch
16832697425972,5735,containerd-shim,6,4,switch
16832816055518,396585,iperf3,4,170,switch
16832924107731,27096,language_server,0,5,switch
12:17:39
16833008439166,396586,iperf3,4,1140,switch
16833102856575,4797,etcd,7,268,switch
16833174229499,27096,language_server,0,20,switch
16833266820974,6373,containerd-shim,7,6,switch
16833347202197,4791,kube-apiserver,7,6,switch
16833423113002,4421,kubelet,7,6,switch
16833515232588,4791,kube-apiserver,7,6,switch
16833602461172,26769,Compositor,4,96,switch
16833694418111,396585,iperf3,0,7,switch
16833799092651,26747,VizCompositorTh,4,23,switch
16833882815455,396305,bpftrace,5,144,switch
12:17:40
16833964601030,4783,etcd,7,6,switch
16834044546106,4783,etcd,7,6,switch
16834149472334,4368,kubelet,6,45,switch
16834252575348,4313,containerd,1,72,switch
16834362529363,396585,iperf3,0,11,switch
16834440182740,396585,iperf3,0,16,switch
16834534705506,4807,kube-apiserver,7,7,switch
16834618601581,27096,language_server,0,4,switch
16834707064004,26143,kube-controller,1,10,switch
16834826868929,396585,iperf3,3,13,switch
16834904117794,4783,etcd,1,69,switch
12:17:41
16834978806583,396230,z_rd_int_0,6,15,switch
16835052963979,394,z_rd_int_1,7,7,switch
16835091017414,4350,kubelet,5,4,switch
16835171098645,4783,etcd,3,18,switch
16835336002658,26765,Chrome_ChildIOT,0,19,switch
16835422146538,26913,antigravity,1,24,switch
16835532933787,4353,kubelet,1,7,switch
16835643656834,24,ksoftirqd/1,1,5,switch
16835792699818,396585,iperf3,1,12,switch
16835885464134,4791,kube-apiserver,1,5,switch
16835972790378,4793,kube-apiserver,0,23,switch
16836100334092,4350,kubelet,0,9,switch
16836186756171,26913,antigravity,7,490,switch
16836296645618,396585,iperf3,0,1019,switch
16836395157804,396585,iperf3,4,7,switch
16836518140353,4796,etcd,4,280,switch
16836600687569,26764,ThreadPoolForeg,0,13242,switch
16836674878065,27096,language_server,0,41,switch
16836747223968,396585,iperf3,0,8,switch
16836844717999,4783,etcd,6,5,switch
16836929855059,396585,iperf3,0,8,switch
12:17:43
16837038128410,4141,containerd,3,243,switch
16837106652180,26912,antigravity,3,3,switch
16837180757149,26675,Chrome_IOThread,2,8,switch
16837268628546,27097,language_server,0,12,switch
16837380895770,4353,kubelet,4,10,switch
16837504027540,336,arc_reap,0,10,switch
16837592068509,4783,etcd,6,12,switch
16837716409859,26297,all-in-one-linu,1,13,switch
16837885061138,396585,iperf3,5,1306,switch
12:17:44
16837974271668,27096,language_server,0,3,switch
16838119827386,396372,z_rd_int_0,7,11,switch
16838157448728,6469,containerd,0,59,switch
16838202439368,396585,iperf3,6,7,switch
16838278873695,396585,iperf3,6,7,switch
16838369300591,396585,iperf3,0,12,switch
16838490134766,26913,antigravity,1,25,switch
16838625512757,14,ksoftirqd/0,0,8,switch
16838720706054,4797,etcd,6,17,switch
16838850518791,6299,containerd,3,8,switch
16838935137836,27096,language_server,0,12,switch
12:17:45
16839024650979,19693,etcd,6,63,switch
16839146717356,26143,kube-controller,6,9,switch
16839255066644,4783,etcd,6,5,switch
16839371272573,4791,kube-apiserver,6,15,switch
16839437375601,26140,kube-controller,6,13,switch
16839539872079,26912,antigravity,0,14,switch
16839641294177,26143,kube-controller,6,42,switch
16839735626215,26140,kube-controller,6,74,switch
16839794970398,9356,language_server,2,8,switch
16839889518426,4350,kubelet,6,3,switch
12:17:46
16839989019336,396586,iperf3,0,2349,switch
16840115326546,26747,VizCompositorTh,1,16,switch
16840224831539,341088,kworker/u32:4,0,6,switch
16840332694660,396585,iperf3,4,120,switch
16840413313342,396585,iperf3,4,7,switch
16840510807096,4352,kubelet,0,34,switch
16840604809002,26143,kube-controller,6,8,switch
16840693122695,4783,etcd,6,8,switch
16840772063585,396305,bpftrace,6,7,switch
16840810550413,4791,kube-apiserver,6,6,switch
16840885444573,27096,language_server,4,127,switch
12:17:47
16840973907107,26179,kube-controller,2,191,switch
16841041942224,4091,containerd,0,6,switch
16841143432698,396143,z_rd_int_1,1,10,switch
16841223330711,26759,antigravity,6,5,switch
16841287527326,397,z_wr_int_1,0,8,switch
16841381768054,4391,kubelet,2,25,switch
16841484851572,397485,memcslap,6,64,switch
16841562177310,397501,memcslap,2,1007,switch
16841625767474,6109,containerd,4,15,switch
16841700110121,26140,kube-controller,6,6,switch
16841770039841,15,rcu_preempt,6,15,switch
16841832029368,15,rcu_preempt,6,13,switch
16841882333291,397508,memcslap,6,14,switch
16841931498872,26747,VizCompositorTh,0,30,switch
12:17:48
16841994509442,397502,memcslap,6,1883,switch
16842055002538,8003,gnome-shell,4,5,switch
16842110044454,15,rcu_preempt,0,16,switch
16842159412817,397482,memcslap,2,618,switch
16842211170979,397501,memcslap,3,5,switch
16842270367207,4783,etcd,2,9,switch
16842323369477,27097,language_server,0,5,switch
16842378810006,397510,memcslap,2,12123,switch
16842435014777,397496,memcslap,1,558,switch
16842492394209,397503,memcslap,7,84,switch
16842537319487,397508,memcslap,1,5,switch
16842583842027,397483,memcslap,1,5,switch
16842634818174,4386,kubelet,6,18,switch
16842674108646,397508,memcslap,1,5,switch
16842714847950,396296,mc-lrumaint,4,5,switch
16842752543790,397487,memcslap,4,37,switch
16842804357460,26912,antigravity,7,3,switch
16842860021397,397484,memcslap,4,1879,switch
16842913151967,397493,memcslap,4,18,switch
12:17:49
16842971100367,397485,memcslap,3,5,switch
16843023739323,396296,mc-lrumaint,0,5,switch
