timestamp,tcp_inuse,tcp_mem_pages
1772856330.036505628,42,0
1772856331.050318026,42,0
1772856332.070474627,42,331
1772856333.096344974,42,213
1772856334.116936118,42,408
1772856335.201129514,42,1870
1772856336.215381615,42,0
1772856337.230420139,42,0
1772856338.264354002,42,766
1772856339.279660800,43,947
1772856340.291877082,42,1301
1772856341.324563506,42,0
1772856342.341065364,42,0
1772856343.366517387,42,0
1772856344.383116249,42,123
1772856345.402065855,42,0
1772856346.420374425,42,0
1772856347.440377912,42,0
1772856348.463065678,42,0
1772856349.487423737,42,0
1772856350.504505545,42,0
1772856351.526641769,45,0
1772856352.549938148,46,0
1772856353.569134433,46,566
1772856354.592166360,46,569
1772856355.619780034,46,612
1772856356.648594463,46,0
1772856357.677529100,46,102
1772856358.702838312,46,841
1772856359.732927713,46,0
1772856360.757819991,46,304
1772856361.786081101,46,902
1772856362.816520350,46,641
1772856363.842334942,46,11
1772856364.861598670,46,1903
1772856365.886719035,46,96
1772856366.906920196,46,68
1772856367.924390457,46,624
1772856368.960328456,46,0
1772856369.984400230,46,0
1772856371.009227381,46,0
1772856372.035595884,46,0
1772856373.059022816,46,516
1772856374.078349521,46,158
1772856375.100809281,46,0
1772856376.125676640,46,0
1772856377.149451492,46,617
1772856378.176705920,46,0
1772856379.202205324,46,0
1772856380.232622370,46,0
1772856381.259176801,46,0
1772856382.285624883,46,0
1772856383.309931759,46,1419
1772856384.334443769,46,682
1772856385.356665977,46,0
1772856386.406490010,46,0
1772856387.428480680,46,949
1772856388.451125389,46,0
1772856389.474809658,46,0
1772856390.495531298,46,0
1772856391.534959993,46,957
1772856392.565118927,46,0
1772856393.588184489,46,48
1772856394.612833181,46,1888
1772856395.637123782,46,0
1772856396.668075653,46,314
1772856397.692938348,46,0
1772856398.713753840,46,31
1772856399.735909305,46,0
1772856400.761562789,46,262
1772856401.789564027,46,0
1772856402.813056238,46,0
1772856403.831796121,46,0
1772856404.863685328,46,92
1772856405.888363066,46,0
