timestamp,retrans_segs,in_segs,out_segs
1772857381.750088007,308,279316,248378
1772857382.772618139,308,279333,248395
1772857383.803548406,308,279348,248410
1772857384.828567910,308,279360,248422
1772857385.846519352,308,279376,248438
1772857386.870161319,308,279391,248454
1772857387.885754597,308,279410,248472
1772857388.905661209,308,279421,248483
1772857389.927705196,308,279437,248499
1772857390.939142989,308,279451,248513
1772857391.957576285,308,279467,248529
1772857392.988703010,308,279483,248545
1772857394.014385838,308,279498,248560
1772857395.027191879,308,279514,248575
1772857396.052338599,308,279536,248597
1772857397.088820516,308,279550,248611
1772857398.109747347,308,279564,248625
1772857399.129618672,308,279580,248641
1772857400.156850919,308,279594,248655
1772857401.178635776,308,279614,248680
1772857402.197576833,308,279634,248699
1772857403.220508054,308,279650,248715
1772857404.252928991,308,279683,248748
1772857405.272556582,308,279697,248762
1772857406.288230063,308,279713,248778
1772857407.311941628,308,279727,248792
1772857408.331441550,308,279739,248804
1772857409.375915736,308,279758,248823
1772857410.397520720,308,279768,248833
1772857411.419436321,308,279782,248847
1772857412.443797665,308,279796,248861
1772857413.461923420,308,279814,248879
1772857414.486517370,308,279824,248889
1772857415.510829345,308,279838,248903
1772857416.527856255,308,279860,248925
1772857417.563630450,308,279875,248940
1772857418.591621693,308,279890,248955
1772857419.612968709,308,279907,248972
1772857420.637209598,308,279925,248990
1772857421.662478250,308,279939,249004
1772857422.682034753,308,279955,249020
1772857423.699809088,308,279971,249036
1772857424.725669395,308,279986,249051
1772857425.743880328,308,280008,249073
1772857426.763506841,308,280022,249087
1772857427.785901590,308,280037,249102
1772857428.809873870,308,280047,249112
1772857429.830420112,308,280067,249132
1772857430.858841756,308,280081,249146
1772857431.882684616,308,280101,249166
1772857432.910442717,308,280117,249183
1772857433.935273725,308,280159,249224
1772857434.957721976,308,280183,249248
1772857435.981077666,308,280197,249262
1772857437.005827716,308,280213,249278
1772857438.031901318,308,280227,249292
1772857439.060544205,308,280247,249312
1772857440.076708367,308,280261,249326
1772857441.096680517,308,280275,249340
1772857442.120427730,308,280289,249354
1772857443.147369844,308,280303,249368
1772857444.172494086,308,280317,249382
1772857445.193960126,308,280331,249396
1772857446.219229567,308,280347,249412
1772857447.242465070,308,280361,249426
1772857448.263783036,308,280377,249442
1772857449.284467483,308,280397,249462
1772857450.309390369,308,280414,249479
1772857451.329095727,308,280428,249493
1772857452.354415001,308,280444,249509
1772857453.379214046,308,280460,249525
1772857454.404214022,308,280476,249541
1772857455.428371844,308,280491,249555
1772857456.454451978,308,280513,249577
1772857457.476721793,308,280527,249591
