timestamp_ns,pid,comm,cpu,delay_us,event
18056135073321,26076,kube-controller,3,3,switch
18056259041188,15,rcu_preempt,1,7,switch
18056377602457,4825,kube-apiserver,6,8,switch
18056509039063,15,rcu_preempt,1,17,switch
18056613987559,253,irq/134-SYNA328,4,8,switch
18056732379037,4389,kubelet,4,9,switch
18056732379193,420397,iperf3,0,17,switch
18056854841677,8057,gnome-shell,4,34,switch
18056936690777,419787,z_wr_iss,6,122,switch
12:38:03
18057032518472,193,kworker/1:1H,1,4,switch
18057105406648,4454,kubelet,4,78,switch
18057204563064,19693,etcd,4,112,switch
18057326209601,420397,iperf3,4,14,switch
18057444645183,4783,etcd,3,100,switch
18057513770166,4783,etcd,3,6,switch
18057628791154,26141,kube-controller,6,17,switch
18057711440455,10793,containerd-shim,3,137,switch
18057803554665,4352,kubelet,6,19,switch
18057895077896,4791,kube-apiserver,6,7,switch
12:38:04
18058016522390,26769,Compositor,4,22,switch
18058166026638,388779,kworker/0:2,0,6,switch
18058284659485,420586,bash,4,10,switch
18058380243885,420618,bash,4,9,switch
18058502844823,4090,containerd,3,676,switch
18058620372079,26658,antigravity,4,17,switch
18058719145624,26913,antigravity,5,11,switch
18058832140573,4376,kubelet,6,25,switch
18058932968278,26913,antigravity,4,19,switch
12:38:05
18059043178251,4347,kubelet,3,6,switch
18059139046314,15,rcu_preempt,6,6,switch
18059266042900,4783,etcd,3,62,switch
18059370550272,4783,etcd,3,6,switch
18059453113105,4821,kube-apiserver,6,6,switch
18059555919588,420725,bash,6,8,switch
18059660566573,26142,kube-controller,3,12,switch
18059771046391,420396,iperf3,2,63,switch
18059883661896,27102,language_server,0,5,switch
12:38:06
18059983336251,4361,kubelet,6,6,switch
18060094283292,26844,antigravity,4,16,switch
18060195781094,4254,containerd,4,555,switch
18060299040318,26242,redis-server,0,12,switch
18060407113831,4791,kube-apiserver,6,14,switch
18060522670286,364839,kworker/7:2,7,10,switch
18060617133783,27096,language_server,4,5,switch
18060729829910,26912,antigravity,2,5,switch
18060826603288,42,ksoftirqd/4,4,10,switch
18060883248806,4791,kube-apiserver,3,3,switch
18060969026767,4791,kube-apiserver,2,1448,switch
12:38:07
18061056155080,420397,iperf3,7,7,switch
18061148103251,26142,kube-controller,2,6,switch
18061260909246,420396,iperf3,3,22,switch
18061343019834,4825,kube-apiserver,2,7,switch
18061398115218,420397,iperf3,3,8,switch
18061496699061,26185,kube-scheduler,4,6,switch
18061621662168,26185,kube-scheduler,4,44,switch
18061727494503,4304,containerd,4,22,switch
18061832452770,8057,gnome-shell,4,32,switch
18061937041768,420396,iperf3,5,129,switch
12:38:08
18062045643092,26913,antigravity,5,408,switch
18062152563185,420129,bpftrace,7,6,switch
18062285338210,420396,iperf3,5,5,switch
