timestamp,tcp_inuse,tcp_mem_pages
1772867280.951763759,49,0
1772867281.977491366,49,0
1772867282.992864961,49,753
1772867284.014656923,49,798
1772867285.038414074,49,986
1772867286.052677872,49,1007
1772867287.077209332,49,683
1772867288.098376399,49,1060
1772867289.127331650,49,131
1772867290.145036346,49,0
1772867291.161742669,49,158
1772867292.180444736,49,0
1772867293.202150856,49,0
1772867294.222317684,49,0
1772867295.242845175,49,0
1772867296.270778468,49,97
1772867297.290619875,49,0
1772867298.321459416,49,0
1772867299.399620474,49,0
1772867300.424193131,49,0
1772867301.450277608,49,0
1772867302.477719222,49,0
1772867303.498598392,49,0
1772867304.528469408,49,0
1772867305.559318481,50,0
1772867306.584232675,50,0
1772867307.607032076,52,0
1772867308.635473510,52,1362
1772867309.672395887,51,896
1772867310.689872590,51,311
1772867311.714142895,51,217
1772867312.779909218,51,1579
1772867313.807876692,51,516
1772867314.827350936,51,0
1772867315.866765609,51,0
1772867316.889463569,51,0
1772867317.911974133,51,0
1772867318.952964488,51,502
1772867319.989934739,51,757
1772867321.010055921,51,512
1772867322.043308835,51,92
1772867323.066653948,51,311
1772867324.093986505,51,0
1772867325.119811445,51,73
1772867326.181289078,51,679
1772867327.223743531,51,0
1772867328.252868755,51,0
1772867329.280124212,51,490
1772867330.310371342,51,0
1772867331.342041166,51,0
1772867332.375387062,51,0
1772867333.409179863,51,200
1772867334.450927549,51,0
1772867335.475395574,51,107
1772867336.504832880,51,270
1772867337.528034843,51,1814
1772867338.566405726,51,0
1772867339.595280836,51,285
1772867340.637044065,51,0
1772867341.673797978,51,25
1772867342.703822286,51,627
1772867343.735798459,51,0
1772867344.759503969,51,0
1772867345.789786459,51,676
1772867346.823175217,51,196
1772867347.858025879,51,0
1772867348.884030701,51,757
1772867349.907206353,51,0
1772867350.935257858,51,127
1772867351.970029298,51,383
1772867352.995726513,51,498
1772867354.020083882,51,263
1772867355.048293489,51,426
1772867356.077648400,51,537
1772867357.120763761,51,168
