timestamp,retrans_segs,in_segs,out_segs
1772866857.520856365,614,502070,494783
1772866858.539020672,614,502087,494800
1772866859.594748451,614,502109,494822
1772866860.652219989,614,502126,494839
1772866861.674827572,614,502140,494853
1772866862.696602734,614,502154,494867
1772866863.719000274,614,502168,494881
1772866864.737210355,614,502182,494895
1772866865.757804774,614,502200,494913
1772866866.778668676,614,502214,494927
1772866867.797201147,614,502228,494941
1772866868.810587755,614,502246,494959
1772866869.835536469,614,502262,494975
1772866870.859404691,614,502278,494991
1772866871.887168940,614,502293,495006
1772866872.910817157,614,502317,495029
1772866873.937861513,614,502334,495046
1772866874.958776572,614,502350,495061
1772866875.978895472,614,502364,495075
1772866877.007152113,614,502380,495091
1772866878.046863759,614,502396,495107
1772866879.076429575,614,502410,495121
1772866880.104293365,614,502424,495135
1772866881.137885340,614,502442,495153
1772866882.157780422,614,502459,495169
1772866883.183787045,614,502473,495183
1772866884.209043888,614,502502,495212
1772866885.244851408,614,502516,495226
1772866886.274755635,614,502530,495240
1772866887.296739856,614,502551,495261
1772866888.326944287,614,502565,495275
1772866889.349681616,614,502580,495290
1772866890.370966346,614,502596,495306
1772866891.386742727,614,502610,495320
1772866892.411844508,614,502624,495334
1772866893.438155916,614,502638,495348
1772866894.466028912,614,502652,495362
1772866895.493478830,614,502666,495376
1772866896.526992624,614,502680,495390
1772866897.549240512,614,502694,495404
1772866898.591678222,614,502708,495418
1772866899.616016366,614,502728,495438
1772866900.648901431,614,502742,495452
1772866901.684115984,614,502754,495464
1772866902.712960447,614,502768,495478
1772866903.743814249,614,502782,495492
1772866904.774614161,614,502803,495513
1772866905.801881020,614,502817,495527
1772866906.825809809,614,502831,495541
1772866907.856667007,614,502847,495557
1772866908.882050397,614,502863,495573
1772866909.914914547,614,502883,495593
1772866910.942174543,614,502905,495615
1772866911.961453643,614,502925,495635
1772866913.000833940,614,502939,495650
1772866914.021474780,614,502988,495697
1772866915.045863757,614,503014,495723
1772866916.068959723,614,503028,495737
1772866917.091568084,614,503042,495751
1772866918.120844493,614,503056,495765
1772866919.143907172,614,503076,495785
1772866920.172109501,614,503090,495799
1772866921.210743437,614,503106,495815
1772866922.242210116,614,503120,495829
1772866923.275803434,614,503134,495843
1772866924.309553839,614,503148,495857
1772866925.343501721,614,503162,495871
1772866926.370957002,614,503176,495885
1772866927.397028793,614,503190,495899
1772866928.434189754,614,503204,495913
1772866929.456233939,614,503220,495929
1772866930.481844751,614,503234,495943
1772866931.508067149,614,503250,495959
1772866932.535119073,614,503264,495973
1772866933.565874548,614,503278,495987
