timestamp_ns,pid,comm,cpu,delay_us,event
11169871309004,684134,Compositor,4,1,switch
11169990184251,683981,glean.dispatche,4,123,switch
11170111074773,3977,gdbus,6,981,switch
11170259524383,6201,language_server,4,2,switch
11170450023331,548896,kworker/u33:1,0,26,switch
16:04:33
11170797978244,683983,IPC I/O Parent,4,3,switch
11171097016255,695010,iperf3,5,1919,switch
11171335736529,232999,kworker/0:0,0,13,switch
11171492785224,695278,bash,1,4,switch
11171632923384,6069,Chrome_ChildIOT,3,223,switch
16:04:34
11171793590004,695403,bash,6,8,switch
11171934537399,6047,antigravity,3,8,switch
11172156855352,684139,firefox:gdrv0,1,258,switch
11172377014699,695305,pool-tracker-mi,4,874,switch
11172558031968,684119,Softwar~cThread,1,6,switch
16:04:35
11172788989421,695010,iperf3,1,5,switch
11172904115864,548896,kworker/u33:1,0,22,switch
11173058402495,695010,iperf3,1,5,switch
11173205638721,695010,iperf3,1,5,switch
11173404162582,3384,gnome-shell,1,4,switch
11173594677744,683981,glean.dispatche,5,34,switch
16:04:36
11173752171491,695010,iperf3,5,5,switch
11173889937627,684277,WRRende~ckend#1,3,1,switch
11174020242029,683984,Timer,3,5,switch
11174176172816,684277,WRRende~ckend#1,3,133,switch
11174292820212,249,irq/133-SYNA328,3,7,switch
11174449241989,684134,Compositor,3,95,switch
11174633221556,683870,WaylandProxy,3,1733,switch
16:04:37
11174777022407,315837,kworker/7:0,7,6,switch
11174924390425,685198,IPC I/O Child,5,13,switch
11175071496887,684120,Renderer,3,113,switch
11175221923693,683981,glean.dispatche,5,5,switch
11175348189874,3432,gnome-shell,3,20,switch
11175442982245,690800,kworker/u33:0,7,3,switch
11175587198152,249,irq/133-SYNA328,3,13,switch
16:04:38
11175771341272,249,irq/133-SYNA328,3,28,switch
11175921912650,684120,Renderer,3,677,switch
11176111286292,3384,gnome-shell,3,56,switch
11176276732986,695010,iperf3,6,5,switch
11176390694380,683987,IPDL Background,5,2,switch
11176549508792,695010,iperf3,6,1685,switch
11176654970291,695010,iperf3,6,11,switch
11176732641591,695010,iperf3,6,9,switch
16:04:39
11176806250641,683981,glean.dispatche,3,2,switch
11176937573535,684120,Renderer,3,117,switch
11177059866430,3140,dbus-daemon,3,530,switch
11177184275417,548896,kworker/u33:1,0,4,switch
11177343206391,684119,Softwar~cThread,5,4,switch
11177574102573,684275,WRScene~ilder#1,7,2,switch
16:04:40
11177751693781,695980,bash,2,6,switch
11177877017110,696035,bash,4,77,switch
11178067430616,3432,gnome-shell,3,31,switch
11178371068836,683981,glean.dispatche,2,26,switch
11178546856362,695010,iperf3,3,3,switch
16:04:41
11178779421195,3384,gnome-shell,2,6,switch
11178994273334,19202,language_server,4,13,switch
11179219292237,695010,iperf3,3,4,switch
11179514861756,5230,VizCompositorTh,2,3,switch
16:04:42
11179902420710,5337,antigravity,6,8,switch
