timestamp_ns,pid,comm,cpu,delay_us,event
10750071920971,5337,antigravity,3,5,switch
10750664668781,589827,kworker/u33:0,7,3,switch
15:57:33
10751051302634,1122,kworker/6:2,6,144,switch
10751326014518,658026,bash,1,769,switch
15:57:34
10751772233322,5229,Chrome_ChildIOT,4,5,switch
10752372337073,5229,Chrome_ChildIOT,4,73,switch
10752544254656,6204,language_server,0,6,switch
15:57:35
10752785725300,657883,iperf3,6,3,switch
10753121941801,657883,iperf3,7,10,switch
10753318127360,657883,iperf3,7,1170,switch
10753647858259,657605,pool-tracker-ex,4,14,switch
15:57:36
10753817458962,658151,pool-tracker-mi,4,39,switch
10754311024101,15,rcu_preempt,6,4,switch
10754439947737,5390,antigravity,4,11,switch
10754590028253,15,rcu_preempt,6,5,switch
10754727695971,657884,iperf3,6,836,switch
15:57:37
10754869855772,657883,iperf3,6,9,switch
10754949707499,657883,iperf3,6,5,switch
10755029755508,657883,iperf3,6,9,switch
10755190833730,657883,iperf3,6,4,switch
10755342664767,19202,language_server,0,4,switch
10755503226314,657883,iperf3,6,4,switch
10755627039173,657883,iperf3,6,46,switch
10755744558005,657883,iperf3,6,76,switch
15:57:38
10755889139868,657883,iperf3,6,11,switch
10756036866224,657883,iperf3,6,4,switch
10756151209947,3960,tracker-miner-f,6,136,switch
10756273504803,657883,iperf3,6,9,switch
10756414846591,657883,iperf3,6,9,switch
10756568824501,5230,VizCompositorTh,7,1,switch
10756682421741,387,z_null_int,3,4,switch
15:57:39
10756801425136,657883,iperf3,2,4,switch
10756943444308,6201,language_server,0,4,switch
10757090601219,657883,iperf3,6,8,switch
10757223831845,657883,iperf3,6,5,switch
10757346086728,657589,tracker-extract,0,802,switch
10757482225298,657883,iperf3,6,8,switch
10757632018370,657883,iperf3,3,1640,switch
10757715645885,393,z_wr_int_1,0,16,switch
15:57:40
10757842597187,657883,iperf3,2,4,switch
10757977792220,657883,iperf3,2,10,switch
10758128519522,657883,iperf3,2,4,switch
10758276102379,657883,iperf3,2,10,switch
10758412015087,658611,bash,3,1909,switch
10758508030830,15,rcu_preempt,6,15,switch
10758599249624,657883,iperf3,6,5,switch
10758697732083,3960,tracker-miner-f,1,6,switch
15:57:41
10758798222536,657883,iperf3,6,9,switch
10758925809891,657883,iperf3,6,9,switch
10759043508092,6201,language_server,0,2,switch
10759173000191,657883,iperf3,6,10,switch
10759392064991,657883,iperf3,6,4,switch
10759525241364,657883,iperf3,6,8,switch
10759649200744,657883,iperf3,6,6,switch
10759734820496,657883,iperf3,2,9,switch
15:57:42
10759816716049,657883,iperf3,2,1429,switch
10759944341958,6201,language_server,0,2,switch
10760076560720,657883,iperf3,2,87,switch
10760194754047,657883,iperf3,2,8,switch
10760327594759,657883,iperf3,2,5,switch
10760571055452,658793,iperf3,1,9,switch
15:57:43
10760851025818,3977,gdbus,1,747,switch
10761022680727,3960,tracker-miner-f,1,14,switch
10761423202698,658793,iperf3,5,3,switch
10761706585892,6090,antigravity,1,2,switch
15:57:44
10761949951426,658793,iperf3,1,3,switch
10762186445070,6201,language_server,0,188,switch
10762631439345,658793,iperf3,5,3,switch
15:57:45
10762833890514,658602,z_wr_iss,6,83,switch
10762879690217,402,z_trim_int,3,3,switch
10763248026164,3960,tracker-miner-f,2,153,switch
10763355709433,658793,iperf3,2,930,switch
10763728819728,658793,iperf3,5,3,switch
15:57:46
10764063079978,658793,iperf3,5,7,switch
10764464191827,657681,gdbus,3,49,switch
10764634361234,657616,bash,7,225,switch
15:57:47
10764782754119,658793,iperf3,2,9,switch
10764899617676,658793,iperf3,2,13,switch
10765057886205,658793,iperf3,2,4,switch
10765243628342,658793,iperf3,2,9,switch
