timestamp_ns,pid,comm,cpu,delay_us,event
9325761023508,19202,language_server,6,20,switch
9326007684690,535568,cpuUsage.sh,4,3,switch
9326274974539,535743,iperf3,7,4,switch
15:33:49
9326385355254,535744,iperf3,7,769,switch
9326491211970,535744,iperf3,7,747,switch
9326609090075,535743,iperf3,7,4,switch
9326730379878,535743,iperf3,7,61,switch
9326843798719,6201,language_server,0,13,switch
9326961336960,535743,iperf3,7,5,switch
9327068869979,535743,iperf3,7,5,switch
9327173826872,535743,iperf3,7,9,switch
9327290565388,535743,iperf3,7,4,switch
15:33:50
9327396125398,535743,iperf3,7,4,switch
9327500079084,535743,iperf3,7,10,switch
9327608500160,535743,iperf3,7,4,switch
9327690430433,535743,iperf3,7,9,switch
9327906716234,535346,bash,5,9,switch
15:33:51
9328396424832,1293,irq/165-rtw88_p,0,6,switch
9328841019047,536131,bash,5,2627,switch
9329110699058,6201,language_server,0,2,switch
15:33:52
9329436011592,6203,language_server,4,2244,switch
9329721133117,3786,gmain,7,5,switch
9329987005807,535743,iperf3,3,2481,switch
9330225738760,535743,iperf3,3,3,switch
15:33:53
9330661055390,6201,language_server,0,46,switch
9330858244242,536192,cpuUsage.sh,3,4,switch
9331181017443,536398,bash,3,350,switch
15:33:54
9331552015929,535743,iperf3,6,951,switch
9331954091921,536464,tr,7,4,switch
9332212051387,535743,iperf3,2,3,switch
15:33:55
9332423532648,6090,antigravity,3,288,switch
9332605103263,6201,language_server,3,3,switch
9332823154751,536545,z_wr_int_1,2,5,switch
9333118850884,535743,iperf3,2,10,switch
9333224171307,535743,iperf3,2,4,switch
9333336820581,535743,iperf3,6,4,switch
15:33:56
9333453512654,535743,iperf3,6,9,switch
9333564345887,535743,iperf3,6,4,switch
9333662638982,535743,iperf3,6,4,switch
9333766142400,6201,language_server,0,2,switch
9333869163934,535743,iperf3,2,8,switch
9333977435031,535743,iperf3,2,5,switch
9334083382718,535743,iperf3,2,1603,switch
9334200524498,535743,iperf3,2,4,switch
9334311261726,6201,language_server,0,2,switch
15:33:57
9334419871260,535743,iperf3,2,8,switch
9334536266701,535743,iperf3,2,4,switch
9334645119773,6201,language_server,0,2762,switch
9334748814166,535743,iperf3,2,5,switch
9334859629526,535743,iperf3,2,5,switch
9334954712151,535743,iperf3,2,4,switch
9335053484129,535743,iperf3,2,9,switch
9335151356963,535743,iperf3,2,5,switch
9335263892443,535743,iperf3,2,5,switch
9335372565740,535743,iperf3,2,4,switch
15:33:58
9335481475245,535743,iperf3,2,5,switch
9335585370796,535743,iperf3,2,9,switch
9335719112798,5236,antigravity,2,236,switch
9335997020536,535345,bash,1,225,switch
15:33:59
9336384015620,536746,iperf3,2,2799,switch
9336824002004,441402,kworker/u33:2,0,14,switch
9337102038376,15315,Chrome_ChildIOT,6,18,switch
15:34:00
9337428854626,536745,iperf3,1,3,switch
9337801521042,536745,iperf3,1,3,switch
9338040050884,536745,iperf3,1,153,switch
9338198263482,536745,iperf3,2,4,switch
9338306619312,536745,iperf3,2,10,switch
15:34:01
9338414735091,536745,iperf3,2,4,switch
9338522671475,536745,iperf3,2,8,switch
9338627725081,536745,iperf3,2,8,switch
9338731707071,536745,iperf3,2,8,switch
9338826682359,536745,iperf3,2,5,switch
9339038334893,536745,iperf3,2,4,switch
9339143530529,6201,language_server,1,2,switch
9339246642242,536745,iperf3,2,5,switch
9339349223841,536745,iperf3,2,4,switch
15:34:02
9339571587109,536745,iperf3,1,3,switch
9339969328155,19202,language_server,0,2,switch
9340343782798,6201,language_server,4,2,switch
15:34:03
9340748559753,536744,iperf3,2,3,switch
9341060696238,6201,language_server,0,2,switch
