timestamp,retrans_segs,in_segs,out_segs
1772858072.724122805,329,300546,273406
1772858073.736506927,329,300564,273424
1772858074.781664514,329,300580,273440
1772858075.803580754,329,300596,273456
1772858076.831749816,329,300610,273470
1772858077.848381351,329,300625,273485
1772858078.858998341,329,300641,273501
1772858079.882489800,329,300657,273517
1772858080.901687030,329,300680,273540
1772858081.924626342,329,300694,273554
1772858082.940804001,329,300708,273568
1772858083.963425410,329,300722,273582
1772858084.985429214,329,300737,273597
1772858086.008356296,329,300751,273611
1772858087.031458813,329,300767,273627
1772858088.057365731,329,300783,273643
1772858089.081397983,329,300797,273657
1772858090.106762525,329,300819,273679
1772858091.125767703,329,300833,273693
1772858092.143777446,329,300853,273713
1772858093.159598229,329,300870,273732
1772858094.179845969,329,300922,273786
1772858095.206085524,329,300941,273803
1772858096.232775973,329,300956,273818
1772858097.264355195,329,300970,273832
1772858098.283855967,329,300986,273848
1772858099.307853444,329,301007,273869
1772858100.328137858,329,301021,273883
1772858101.354058720,329,301037,273899
1772858102.373875493,329,301051,273913
1772858103.397133197,329,301066,273928
1772858104.417737204,329,301081,273943
1772858105.442819538,329,301096,273958
1772858106.468889078,329,301111,273973
1772858107.511065198,329,301126,273988
1772858108.533767447,329,301141,274004
1772858109.551611230,329,301161,274023
1772858110.574825840,329,301178,274040
1772858111.603901331,329,301194,274056
1772858112.644952689,329,301209,274071
1772858113.663543377,329,301224,274086
1772858114.693044144,329,301242,274103
1772858115.719786420,329,301256,274117
1772858116.739843264,330,301273,274133
1772858117.760516227,330,301290,274150
1772858118.779129945,330,301305,274165
1772858119.805236204,330,301320,274180
1772858120.827914813,330,301343,274203
1772858121.850698581,330,301358,274218
1772858122.870229479,330,301373,274233
1772858123.895731994,330,301391,274255
1772858124.914322218,330,301430,274292
1772858125.936786373,330,301444,274306
1772858126.956929440,330,301459,274321
1772858127.982021144,330,301473,274335
1772858129.005992120,330,301487,274349
1772858130.029965958,330,301501,274363
1772858131.052797489,330,301517,274379
1772858132.074784453,330,301531,274393
1772858133.106762933,330,301545,274407
1772858134.131863254,330,301559,274421
1772858135.155760186,330,301573,274435
1772858136.182213571,330,301591,274453
1772858137.203800442,330,301605,274467
1772858138.222583201,330,301615,274477
1772858139.258264884,330,301635,274498
1772858140.282286210,330,301651,274513
1772858141.310647219,330,301667,274529
1772858142.325435369,330,301682,274544
1772858143.351588991,330,301696,274558
1772858144.408332688,330,301710,274572
1772858145.432164078,330,301725,274587
1772858146.460648278,330,301739,274601
1772858147.492420329,330,301755,274617
1772858148.519429121,330,301771,274633
