timestamp_ns,pid,comm,cpu,delay_us,event
2978336377661,4717,etcd,5,1,switch
2978461793289,4791,kube-apiserver,3,1,switch
2978623506740,75619,cpuUsage.sh,2,4,switch
2978709265169,4783,etcd,0,3,switch
2978860900401,4820,kube-apiserver,7,3,switch
2978949349057,26143,kube-controller,5,2,switch
08:26:45
2979138611141,4783,etcd,5,1,switch
2979339626569,9355,language_server,2,4,switch
2979491156822,4351,kubelet,3,1,switch
2979598785477,5297,containerd-shim,1,2,switch
2979648458680,26142,kube-controller,6,3,switch
2979722346984,26913,antigravity,6,4,switch
2979759090289,7611,kindnetd,7,3,switch
2979852402092,26912,antigravity,7,3,switch
2979965250454,75727,iperf3,6,3,switch
08:26:46
2980155561833,4421,kubelet,5,2,switch
2980226661410,4791,kube-apiserver,2,2,switch
2980383596433,26192,kube-scheduler,6,1,switch
2980557635251,26140,kube-controller,5,3,switch
2980688212585,18707,kubelet,1,5,switch
2980790012267,268,kworker/5:2,5,5,switch
2980910441283,4791,kube-apiserver,1,3,switch
2981035455426,26913,antigravity,6,2,switch
08:26:47
2981174476154,4798,etcd,1,3,switch
2981365259568,4821,kube-apiserver,7,3,switch
2981470973146,26178,kube-controller,5,1,switch
2981625950405,4791,kube-apiserver,0,2,switch
2981767344208,27096,language_server,6,1,switch
2981868664636,4717,etcd,2,1,switch
2982025285263,75728,iperf3,5,2,switch
2982129557763,9355,language_server,2,2,switch
08:26:48
2982273929781,26076,kube-controller,3,4,switch
2982406249283,75727,iperf3,5,3,switch
2982587436506,9356,language_server,5,1,switch
2982710272892,4387,kubelet,6,1,switch
2982847956077,26912,antigravity,3,2,switch
2982917264436,75727,iperf3,0,2,switch
2982972550663,75611,z_wr_int_0,5,2,switch
2983074247505,75727,iperf3,5,2,switch
08:26:49
2983246881021,4791,kube-apiserver,3,3,switch
2983395105789,4805,kube-apiserver,2,2,switch
2983542665121,4783,etcd,6,1,switch
2983649929995,26912,antigravity,2,1,switch
2983824043857,27098,language_server,1,2,switch
2983848495361,4391,kubelet,4,1,switch
2983894109998,26912,antigravity,5,4,switch
2984044695410,4783,etcd,6,1,switch
08:26:50
2984217839402,27097,language_server,0,2,switch
2984376454211,4350,kubelet,5,1,switch
2984527907034,26815,antigravity,6,5,switch
2984645239136,75476,bpftrace,5,2,switch
2984709480445,4457,kubelet,5,1,switch
2984812567547,1313,irq/165-rtw88_p,0,3,switch
2984914151479,26912,antigravity,1,2,switch
2984994248149,75727,iperf3,1,2,switch
2985067006067,27096,language_server,2,1,switch
08:26:51
2985167324435,4783,etcd,3,2,switch
2985294957178,75476,bpftrace,0,1,switch
2985367580308,26185,kube-scheduler,1,4,switch
2985472793218,4821,kube-apiserver,2,3,switch
2985591904646,26913,antigravity,6,2,switch
2985682397250,4798,etcd,0,7,switch
2985857250237,75727,iperf3,1,3,switch
2985961303751,4791,kube-apiserver,4,3,switch
08:26:52
2986148142983,75476,bpftrace,4,3,switch
2986148143142,26178,kube-controller,0,3,switch
2986344249185,9356,language_server,4,3,switch
2986461571335,4791,kube-apiserver,5,1,switch
2986615223770,4791,kube-apiserver,0,1,switch
2986732817249,27102,language_server,5,1,switch
2986882829582,75476,bpftrace,4,2,switch
2986972891280,75481,bash,0,1,switch
2987068888257,26912,antigravity,2,2,switch
08:26:53
2987194285971,75728,iperf3,2,2,switch
2987326296960,26675,Chrome_IOThread,4,2,switch
2987445191460,4235,containerd,0,1,switch
2987631246072,75727,iperf3,6,1,switch
