timestamp_ns,pid,comm,cpu,delay_us,event
13312080484478,26912,antigravity,4,3,switch
13312295560972,9356,language_server,6,4,switch
13312460894822,26706,antigravity,0,216,switch
13312590257021,318213,iperf3,6,5,switch
13312617522123,27096,language_server,2,5,switch
13312641663580,318213,iperf3,6,4,switch
13312669781667,318213,iperf3,6,4,switch
13312697831424,317945,iperf3,5,3,switch
13312725178975,317945,iperf3,5,2,switch
13312757133408,318213,iperf3,6,7,switch
13312795337749,318213,iperf3,6,18,switch
13312839602021,35214,kube-apiserver,4,4,switch
13312874590993,318213,iperf3,6,4,switch
13312892996097,26912,antigravity,5,47,switch
11:18:59
13312927096620,27096,language_server,2,4,switch
13312960660877,318213,iperf3,6,4,switch
13312994601391,318213,iperf3,6,4,switch
13313024367209,318213,iperf3,6,4,switch
13313068176425,317945,iperf3,0,3,switch
13313247047862,318213,iperf3,2,4,switch
13313299336640,26140,kube-controller,6,4,switch
13313373143063,317945,iperf3,2,4,switch
13313449142280,317945,iperf3,2,14,switch
13313533855259,27121,language_server,0,26,switch
13313702342262,318213,iperf3,6,4,switch
13313736414924,4350,kubelet,6,6,switch
13313769282025,318213,iperf3,6,8,switch
13313797621951,318213,iperf3,6,6,switch
13313833664718,318213,iperf3,6,4,switch
13313888668627,318213,iperf3,6,4,switch
11:19:00
13313953196377,318213,iperf3,6,4,switch
13314008670148,318213,iperf3,6,4,switch
13314129780332,4810,kube-apiserver,6,17,switch
13314363634174,4810,kube-apiserver,6,11,switch
13314463745330,26912,antigravity,2,4,switch
13314571955095,26658,antigravity,2,5,switch
13314627990551,397,z_wr_int_1,5,3,switch
13314654604166,4819,kube-apiserver,6,4,switch
13314753662947,26140,kube-controller,2,4,switch
11:19:01
13314964019047,26765,Chrome_ChildIOT,1,5942,switch
13315054567587,4090,containerd,2,4,switch
13315194357850,27096,language_server,5,4,switch
13315294746528,26675,Chrome_IOThread,5,40,switch
13315347697905,26912,antigravity,0,9,switch
13315432343275,4235,containerd,1,6,switch
13315568510306,26179,kube-controller,6,6,switch
13315712665122,4091,containerd,5,259,switch
13315756939634,19693,etcd,6,1229,switch
13315853181884,26140,kube-controller,6,5,switch
11:19:02
13315969377354,318213,iperf3,0,4,switch
13315994942894,318213,iperf3,0,4,switch
13316023857941,4361,kubelet,5,65,switch
13316050513065,318213,iperf3,0,4,switch
13316080876589,318213,iperf3,0,4,switch
13316111346343,318213,iperf3,0,4,switch
13316141981298,4791,kube-apiserver,5,5,switch
13316166499021,8003,gnome-shell,1,5,switch
13316200947802,4791,kube-apiserver,5,54,switch
13316232054364,318213,iperf3,0,10,switch
13316280311326,317945,iperf3,4,2,switch
13316309033752,318213,iperf3,0,1838,switch
13316341018722,15,rcu_preempt,2,4,switch
13316370639738,318213,iperf3,0,4,switch
13316396905845,318213,iperf3,0,4,switch
13316427225277,317945,iperf3,4,2,switch
13316453854637,318213,iperf3,0,4,switch
13316485018343,318619,bash,5,115,switch
13316516036590,18622,kworker/7:1,7,6,switch
13316554238213,317945,iperf3,4,3,switch
13316606116550,318213,iperf3,0,8,switch
13316641982960,4791,kube-apiserver,5,7,switch
13316687711406,318213,iperf3,0,13,switch
13316724363528,318213,iperf3,0,4,switch
13316754445615,26555,rqdelay,1,4,switch
13316787645918,318213,iperf3,0,8,switch
13316822627020,318213,iperf3,0,4,switch
13316856419716,317945,iperf3,4,2,switch
13316879437386,317945,iperf3,4,2,switch
11:19:03
13316904166120,318213,iperf3,0,4,switch
13316935523218,318213,iperf3,0,4,switch
13316962873484,318213,iperf3,0,4,switch
13316994148149,318213,iperf3,0,4,switch
13317020940860,26747,VizCompositorTh,5,4,switch
13317046496155,317945,iperf3,4,2,switch
13317074419194,317945,iperf3,4,2,switch
13317315878475,4454,kubelet,2,117,switch
13317404776379,9355,language_server,5,3,switch
13317526359308,26815,antigravity,4,7,switch
13317619589626,4783,etcd,6,8,switch
13317715377416,4510,containerd-shim,6,18,switch
13317845538703,26912,antigravity,1,5,switch
11:19:04
13317968792036,317945,iperf3,2,3,switch
13318031455312,4421,kubelet,4,13,switch
13318135284304,4784,etcd,6,6,switch
13318288843701,26307,kube-scheduler,4,30,switch
13318432864689,27098,language_server,5,292,switch
13318495504579,318213,iperf3,3,5,switch
13318593001445,318213,iperf3,3,4,switch
13318622279883,2624,containerd,4,7,switch
13318642624253,4235,containerd,6,14,switch
13318667910180,27098,language_server,5,3,switch
13318696150716,318213,iperf3,3,8,switch
13318723962955,318213,iperf3,3,5,switch
13318750650631,318213,iperf3,3,9,switch
13318784439576,318213,iperf3,3,4,switch
13318814823994,318213,iperf3,3,4,switch
13318846605777,318213,iperf3,3,8,switch
13318876617625,318213,iperf3,3,4,switch
13318902022978,287010,kworker/1:2,1,6,switch
11:19:05
13318932684629,318213,iperf3,3,4,switch
13318963144573,318213,iperf3,3,4,switch
13318996631153,318213,iperf3,3,3,switch
13319028530606,318213,iperf3,3,9,switch
13319056671172,318213,iperf3,3,9,switch
13319086876580,317945,iperf3,2,3,switch
13319118689872,318213,iperf3,3,4,switch
13319147985812,318213,iperf3,3,4,switch
13319181375509,318213,iperf3,3,8,switch
13319217594612,318213,iperf3,3,5,switch
13319320348991,4352,kubelet,4,10,switch
13319345409276,4785,etcd,1,435,switch
13319371656703,4794,kube-apiserver,6,7,switch
13319399785015,318213,iperf3,3,5,switch
13319434774784,317945,iperf3,2,4,switch
13319467385507,318213,iperf3,3,5,switch
13319502185954,26140,kube-controller,1,5,switch
13319535719735,318213,iperf3,3,9,switch
13319572262517,318213,iperf3,3,5,switch
13319612632525,318213,iperf3,3,5,switch
13319659055453,317949,bpftrace,0,19,switch
13319806774303,7413,kindnetd,7,8,switch
11:19:06
13319914688363,4783,etcd,6,11,switch
13319982200341,4350,kubelet,6,49,switch
13320139409796,26747,VizCompositorTh,0,19,switch
13320294357911,27096,language_server,1,4,switch
13320401468757,317945,iperf3,5,3,switch
13320436162213,27098,language_server,0,348,switch
13320470646595,317945,iperf3,2,4,switch
13320498554847,35214,kube-apiserver,6,4,switch
13320536563975,317945,iperf3,2,4,switch
13320602516284,26913,antigravity,5,16,switch
13320645035756,4784,etcd,6,21,switch
13320679762247,318213,iperf3,5,5,switch
13320718138801,318213,iperf3,5,13,switch
13320760366965,318213,iperf3,5,7,switch
13320799477080,4793,kube-apiserver,6,4,switch
13320885975905,26851,antigravity,0,8,switch
11:19:07
13321036037237,319023,bash,5,569,switch
13321155192062,319072,awk,0,7,switch
13321354232352,4791,kube-apiserver,6,169,switch
13321461706798,4791,kube-apiserver,6,8,switch
13321610016029,4783,etcd,6,4,switch
13321674144935,4824,etcd,6,142,switch
13321799672179,318213,iperf3,1,5,switch
13321842954474,318213,iperf3,1,5,switch
13321881773337,4374,kubelet,6,5,switch
11:19:08
13321929059618,4826,kubelet,4,4,switch
13321982704378,26912,antigravity,5,6,switch
13322027006073,310149,kworker/u33:0,7,29,switch
13322074817459,318213,iperf3,5,6,switch
13322113806937,317945,iperf3,7,4,switch
13322155615635,318213,iperf3,5,5,switch
13322194074938,318213,iperf3,5,6,switch
13322230754752,318213,iperf3,5,5,switch
13322269631355,317945,iperf3,7,4,switch
13322304921935,318213,iperf3,5,5,switch
13322364422044,318213,iperf3,5,5,switch
13322398595693,318213,iperf3,5,13,switch
13322437534199,318213,iperf3,5,12,switch
13322544743521,9356,language_server,5,20,switch
13322585405938,319192,memcslap,7,8,switch
13322618157739,319168,memcslap,7,79,switch
13322653438656,319185,memcslap,7,4,switch
13322686701525,319177,memcslap,7,5,switch
13322717617143,319173,memcslap,7,3,switch
13322747244038,4791,kube-apiserver,6,7,switch
13322774711984,5891,containerd-shim,0,8,switch
13322802355504,319181,memcslap,3,6,switch
13322841334745,4807,kube-apiserver,6,16,switch
13322877068982,319170,memcslap,3,10,switch
11:19:09
13322911765235,319187,memcslap,7,4,switch
13322947532443,319190,memcslap,7,2700,switch
13322984527620,319190,memcslap,7,4,switch
13323023045576,319171,memcslap,5,6,switch
13323056602083,319172,memcslap,3,5,switch
13323094510066,319167,memcslap,7,4,switch
13323129856188,319181,memcslap,3,5,switch
13323163768918,319194,memcslap,7,125,switch
13323199402473,319196,memcslap,6,4,switch
13323235177553,319196,memcslap,6,4,switch
13323267544573,6378,containerd-shim,7,5,switch
13323298790795,26391,coredns,4,91,switch
13323326526819,319194,memcslap,7,101,switch
13323352786725,319167,memcslap,7,5,switch
13323376077096,319174,memcslap,3,5,switch
13323396991865,4783,etcd,6,5,switch
13323423948648,319189,memcslap,3,6,switch
13323453482030,319195,memcslap,3,5,switch
13323479415090,319189,memcslap,3,5,switch
13323513313248,319191,memcslap,4,4,switch
13323549980703,319198,memcslap,3,332,switch
13323579624285,319175,memcslap,6,5,switch
13323615880336,4807,kube-apiserver,6,14,switch
13323647950909,319172,memcslap,3,6,switch
13323680639324,319191,memcslap,4,4,switch
13323708999242,319193,memcslap,1,6,switch
13323741861497,319191,memcslap,4,5,switch
13323772483327,319198,memcslap,3,5,switch
13323807265396,317949,bpftrace,5,5,switch
13323845936629,319185,memcslap,5,5,switch
13323882634696,319167,memcslap,7,6,switch
13323907760550,319170,memcslap,3,72,switch
13323941146504,319190,memcslap,2,6,switch
13323976516933,319175,memcslap,6,4,switch
13324004303634,319188,memcslap,3,4,switch
13324045973142,319198,memcslap,3,9,switch
13324104817927,319171,memcslap,5,4,switch
13324147999821,26142,kube-controller,4,25,switch
13324207006703,319182,memcslap,3,8,switch
13324258486793,317943,mc-lrumaint,7,5,switch
13324304916694,319179,memcslap,3,355,switch
13324354647459,319195,memcslap,7,145,switch
13324389366494,319172,memcslap,3,4,switch
13324424564758,319190,memcslap,2,8,switch
13324479126987,319172,memcslap,3,4,switch
13324508849431,319190,memcslap,2,5,switch
13324538746251,319170,memcslap,3,8,switch
13324567580848,27121,language_server,0,34,switch
13324600356309,319183,memcslap,2,30,switch
13324633580584,319184,memcslap,3,5,switch
13324665525703,319180,memcslap,3,41,switch
13324691587203,317943,mc-lrumaint,4,13,switch
13324711016890,6174,containerd-shim,1,79,switch
13324737465837,4353,kubelet,2,4,switch
13324784938369,27121,language_server,0,8,switch
13324824792498,319181,memcslap,0,8,switch
13324865309904,319178,memcslap,3,6,switch
13324894600414,4783,etcd,2,4,switch
11:19:11
13324924831868,319176,memcslap,0,7,switch
13324961657031,4351,kubelet,2,5,switch
13325007052295,26142,kube-controller,6,16,switch
13325044547635,4783,etcd,2,7,switch
13325095254592,319190,memcslap,0,669,switch
13325146649822,319171,memcslap,0,83,switch
13325201031705,4421,kubelet,5,10,switch
13325243507325,319191,memcslap,0,120,switch
13325279441945,319187,memcslap,0,1501,switch
13325309069310,319167,memcslap,0,712,switch
13325345316895,4823,etcd,2,18,switch
13325371777810,319197,memcslap,0,6,switch
13325396673366,319168,memcslap,0,494,switch
13325422844477,4383,kubelet,5,5,switch
13325451559366,319198,memcslap,3,96,switch
13325484061637,4235,containerd,1,336,switch
13325520480567,26179,kube-controller,3,15,switch
13325560463140,319168,memcslap,0,547,switch
13325590552893,319188,memcslap,0,524,switch
13325618384537,319196,memcslap,3,7,switch
13325643783636,319187,memcslap,0,56,switch
13325671681323,319191,memcslap,3,37,switch
13325701259846,319191,memcslap,3,4,switch
13325729777697,9360,language_server,5,9,switch
13325756392414,319183,memcslap,3,602,switch
13325778841999,319187,memcslap,0,9,switch
13325810273396,319170,memcslap,7,18,switch
13325841282647,319188,memcslap,0,3073,switch
13325877792322,319197,memcslap,3,100,switch
11:19:12
13325924075877,319180,memcslap,4,51,switch
13325966594473,319196,memcslap,3,6,switch
13325997423711,319182,memcslap,0,3,switch
13326031989783,319183,memcslap,3,5,switch
13326077758554,4794,kube-apiserver,3,9,switch
13326123452525,27121,language_server,1,5,switch
13326159251962,317943,mc-lrumaint,0,5,switch
13326191620724,319190,memcslap,0,3,switch
