timestamp_ns,pid,comm,cpu,delay_us,event
8151722949305,433560,bash,6,3,switch
8151956236276,6047,antigravity,4,9,switch
8152240440922,433524,iperf3,7,2,switch
15:14:15
8152517448014,433524,iperf3,7,5,switch
8152858710458,6091,antigravity,7,1,switch
8153171438949,433524,iperf3,7,2,switch
15:14:16
8153532963571,414991,kworker/u33:3,0,18,switch
8153694392734,6201,language_server,0,47,switch
8153993609216,6201,language_server,3,2,switch
8154233536763,42,ksoftirqd/4,4,4,switch
15:14:17
8154522014057,15,rcu_preempt,1,3,switch
8154775272236,374150,kworker/u33:1,0,17,switch
8154998505708,433527,iperf3,4,10,switch
8155232439791,433524,iperf3,7,2,switch
15:14:18
8155460325547,6200,language_server,3,4,switch
8155659439906,433524,iperf3,7,2,switch
8155923449491,433524,iperf3,3,12,switch
8156110947630,6201,language_server,0,2,switch
8156320295584,5236,antigravity,4,3,switch
15:14:19
8156535441456,433524,iperf3,3,3,switch
8156711901953,227768,kworker/u33:0,0,6,switch
8156846973715,6201,language_server,0,2,switch
8157018020521,433167,bash,2,1327,switch
8157163221210,431137,gnome-control-c,3,37,switch
8157297427305,249,irq/133-SYNA328,3,5,switch
15:14:20
8157466627712,227768,kworker/u33:0,0,6,switch
8157637895475,6201,language_server,3,1,switch
8157832021942,15,rcu_preempt,4,4,switch
8158054438209,433524,iperf3,7,2,switch
8158253431500,5236,antigravity,2,3,switch
15:14:21
8158421445006,433524,iperf3,7,4,switch
8158591016063,6201,language_server,3,3087,switch
8158745060085,5230,VizCompositorTh,7,1,switch
8158841331013,232999,kworker/0:0,0,8,switch
8159060255994,3414,KMS thread,7,4,switch
8159217896240,5229,Chrome_ChildIOT,2,67,switch
8159361180536,6201,language_server,0,3,switch
15:14:22
8159486044974,5229,Chrome_ChildIOT,5,3967,switch
8159641641851,434202,v8:ProfEvntProc,6,4,switch
8159829124365,434202,v8:ProfEvntProc,6,4,switch
8159999441394,433524,iperf3,1,3,switch
8160209247794,431645,z_wr_iss,3,6,switch
15:14:23
8160451200849,5236,antigravity,5,3,switch
